Date,Time,Weight(kg),BMI,Body Fat(%),Skeletal Muscle(%),Fat-Free Mass(kg),Subcutaneous Fat(%),Visceral Fat,Body Water(%),Muscle Mass(kg),Bone Mass(kg),Protein(%),BMR(kcal),Metabolic Age,Optimal Weight(kg),Target to optimal weight(kg),Target to optimal fat mass(kg),Target to optimal muscle mass(kg),Body Type,Remarks
2023.09.18,08:21:07,76.30,23.6,23.4,49.4,58.45,21.1,6.0,55.3,55.55,2.90,17.5,1622,41,--,--,--,--,--,--
2023.09.13,15:39:31,77.00,23.8,23.8,49.1,58.67,21.4,6.0,55.0,55.75,2.92,17.4,1631,41,--,--,--,--,--,--
2023.09.04,08:24:27,76.20,23.5,23.4,49.4,58.37,21.1,7.0,55.3,55.47,2.90,17.5,1622,41,--,--,--,--,--,--
2023.08.31,08:52:04,77.25,23.8,23.9,49.1,58.79,21.5,7.0,54.9,55.85,2.94,17.4,1640,41,--,--,--,--,--,--
2023.08.30,08:59:13,77.20,23.8,23.9,49.1,58.75,21.5,7.0,54.9,55.82,2.93,17.4,1635,41,--,--,--,--,--,--
2023.08.20,05:55:18,76.70,23.7,23.6,49.3,58.60,21.3,6.0,55.2,55.68,2.92,17.4,1631,41,--,--,--,--,--,--
2023.08.19,07:33:08,77.20,23.8,23.9,49.1,58.75,21.5,7.0,54.9,55.82,2.93,17.4,1635,41,--,--,--,--,--,--
2023.08.18,09:08:00,77.55,23.9,24.0,49.0,58.94,21.6,6.0,54.9,55.99,2.95,17.3,1644,41,--,--,--,--,--,--
2023.08.17,08:55:50,77.75,24.0,24.1,48.9,59.01,21.7,6.0,54.8,56.06,2.95,17.3,1644,42,--,--,--,--,--,--
2023.08.16,08:58:28,77.10,23.8,23.8,49.1,58.75,21.4,7.0,55.0,55.82,2.93,17.4,1635,41,--,--,--,--,--,--
2023.08.15,06:08:15,77.35,23.9,23.9,49.1,58.86,21.5,7.0,54.9,55.92,2.94,17.4,1640,41,--,--,--,--,--,--
2023.08.14,08:28:23,78.05,24.1,24.3,48.8,59.08,21.9,6.0,54.7,56.12,2.96,17.3,1648,42,--,--,--,--,--,--
2023.08.13,09:46:33,77.50,23.9,24.0,49.0,58.90,21.6,6.0,54.9,55.96,2.94,17.3,1640,41,--,--,--,--,--,--
2023.08.12,09:09:18,77.15,23.8,23.8,49.1,58.79,21.4,7.0,55.0,55.86,2.93,17.4,1635,41,--,--,--,--,--,--
2023.08.11,09:02:18,77.15,23.8,23.8,49.1,58.79,21.4,7.0,55.0,55.86,2.93,17.4,1635,41,--,--,--,--,--,--
2023.08.10,09:00:45,77.00,23.8,23.8,49.1,58.67,21.4,6.0,55.0,55.75,2.92,17.4,1631,41,--,--,--,--,--,--
2023.08.10,09:00:19,77.00,23.8,23.8,49.1,58.67,21.4,6.0,55.0,55.75,2.92,17.4,1631,41,--,--,--,--,--,--
2023.08.09,09:16:07,76.55,23.6,23.5,49.3,58.56,21.2,6.0,55.2,55.65,2.91,17.4,1627,41,--,--,--,--,--,--
2023.08.09,09:15:48,76.55,23.6,23.5,49.3,58.56,21.2,6.0,55.2,55.65,2.91,17.4,1627,41,--,--,--,--,--,--
2023.08.08,08:52:14,77.70,24.0,24.1,48.9,58.97,21.7,6.0,54.8,56.02,2.95,17.3,1644,42,--,--,--,--,--,--
2023.08.08,08:51:40,77.70,24.0,24.1,48.9,58.97,21.7,6.0,54.8,56.02,2.95,17.3,1644,42,--,--,--,--,--,--
2023.08.07,09:33:29,76.95,23.8,23.7,49.2,58.71,21.4,6.0,55.1,55.79,2.92,17.4,1631,41,--,--,--,--,--,--
2023.08.05,09:15:02,77.10,23.8,23.8,49.1,58.75,21.4,7.0,55.0,55.82,2.93,17.4,1635,41,--,--,--,--,--,--
2023.08.04,09:25:33,76.40,23.6,23.4,49.4,58.52,21.1,6.0,55.3,55.62,2.90,17.5,1622,41,--,--,--,--,--,--
2023.07.31,07:55:39,76.20,23.5,23.4,49.4,58.37,21.1,7.0,55.3,55.47,2.90,17.5,1622,41,--,--,--,--,--,--
2023.07.30,07:15:48,76.90,23.7,23.7,49.2,58.67,21.4,6.0,55.1,55.75,2.92,17.4,1631,41,--,--,--,--,--,--
2023.07.29,09:58:09,75.70,23.4,23.1,49.6,58.21,20.9,7.0,55.5,55.34,2.87,17.5,1609,40,--,--,--,--,--,--
2023.07.27,09:38:24,74.70,23.1,22.6,49.9,57.82,20.4,6.0,55.9,54.90,2.92,17.6,1631,40,--,--,--,--,--,--
2023.07.24,05:08:23,76.30,23.6,23.4,49.4,58.45,21.1,6.0,55.3,55.55,2.90,17.5,1622,41,--,--,--,--,--,--
2023.07.19,09:02:30,76.20,23.5,23.4,49.4,58.37,21.1,7.0,55.3,55.47,2.90,17.5,1622,41,--,--,--,--,--,--
2023.07.18,07:56:16,76.50,23.6,23.5,49.3,58.52,21.2,6.0,55.2,55.62,2.90,17.4,1622,41,--,--,--,--,--,--
2023.07.17,08:42:03,75.80,23.4,23.2,49.5,58.21,20.9,7.0,55.4,55.33,2.88,17.5,1614,41,--,--,--,--,--,--
2023.07.14,05:10:46,75.80,23.4,23.2,49.5,58.21,20.9,7.0,55.4,55.33,2.88,17.5,1614,41,--,--,--,--,--,--
2023.07.12,08:30:44,74.60,23.0,22.5,50.0,57.81,20.4,6.0,56.0,54.92,2.90,17.7,1622,40,--,--,--,--,--,--
2023.07.12,08:03:48,75.00,23.2,22.7,49.8,57.98,20.5,6.0,55.8,55.05,2.93,17.6,1635,40,--,--,--,--,--,--
2023.07.12,08:03:15,75.00,23.2,22.7,49.8,57.98,20.5,6.0,55.8,55.05,2.93,17.6,1635,40,--,--,--,--,--,--
2023.07.11,05:39:41,77.35,23.9,23.9,49.1,58.86,21.5,7.0,54.9,55.92,2.94,17.4,1640,41,--,--,--,--,--,--
2023.07.10,09:21:45,76.95,23.8,23.7,49.2,58.71,21.4,6.0,55.1,55.79,2.92,17.4,1631,41,--,--,--,--,--,--
2023.07.09,05:37:06,78.65,24.3,24.5,48.7,59.38,22.0,7.0,54.5,56.39,2.99,17.2,1661,42,--,--,--,--,--,--
2023.07.08,09:20:28,77.70,24.0,24.1,48.9,58.97,21.7,6.0,54.8,56.02,2.95,17.3,1644,42,--,--,--,--,--,--
2023.07.07,07:45:39,77.15,23.8,23.8,49.1,58.79,21.4,7.0,55.0,55.86,2.93,17.4,1635,41,--,--,--,--,--,--
2023.07.06,10:36:31,77.05,23.8,23.8,49.1,58.71,21.4,7.0,55.0,55.78,2.93,17.4,1635,41,--,--,--,--,--,--
2023.07.05,09:56:33,76.45,23.6,23.5,49.3,58.48,21.2,6.0,55.2,55.58,2.90,17.4,1622,41,--,--,--,--,--,--
2023.07.04,09:55:24,75.00,23.2,22.7,49.8,57.98,20.5,6.0,55.8,55.05,2.93,17.6,1635,40,--,--,--,--,--,--
2023.07.01,05:11:12,76.90,23.7,23.7,49.2,58.67,21.4,6.0,55.1,55.75,2.92,17.4,1631,41,--,--,--,--,--,--
2023.07.01,05:10:54,76.90,23.7,23.7,49.2,58.67,21.4,6.0,55.1,55.75,2.92,17.4,1631,41,--,--,--,--,--,--
2023.06.30,08:57:55,75.95,23.4,23.2,49.5,58.33,20.9,7.0,55.4,55.44,2.89,17.5,1618,41,--,--,--,--,--,--
2023.06.30,08:56:46,75.95,23.4,23.2,49.5,58.33,20.9,7.0,55.4,55.44,2.89,17.5,1618,41,--,--,--,--,--,--
2023.06.29,08:48:59,74.90,23.1,22.7,49.8,57.90,20.5,6.0,55.8,54.98,2.92,17.6,1631,40,--,--,--,--,--,--
2023.06.27,09:02:40,76.75,23.7,23.6,49.3,58.64,21.3,6.0,55.2,55.72,2.92,17.4,1631,41,--,--,--,--,--,--
2023.06.26,06:34:21,76.80,23.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2023.06.26,06:33:45,76.80,23.7,23.6,49.3,58.68,21.3,6.0,55.2,55.76,2.92,17.4,1631,41,--,--,--,--,--,--
2023.06.25,06:08:41,76.35,23.6,23.4,49.4,58.48,21.1,6.0,55.3,55.58,2.90,17.5,1622,41,--,--,--,--,--,--
2023.06.23,07:31:24,76.00,23.5,23.3,49.4,58.29,21.0,7.0,55.4,55.40,2.89,17.5,1618,41,--,--,--,--,--,--
2023.06.22,08:43:56,76.00,23.5,23.3,49.4,58.29,21.0,7.0,55.4,55.40,2.89,17.5,1618,41,--,--,--,--,--,--
2023.06.21,06:13:27,76.40,23.6,23.4,49.4,58.52,21.1,6.0,55.3,55.62,2.90,17.5,1622,41,--,--,--,--,--,--
2023.06.20,09:19:26,76.20,23.5,23.4,49.4,58.37,21.1,7.0,55.3,55.47,2.90,17.5,1622,41,--,--,--,--,--,--
2023.06.19,07:15:59,76.05,23.5,23.3,49.4,58.33,21.0,7.0,55.4,55.44,2.89,17.5,1618,41,--,--,--,--,--,--
2023.06.18,06:04:17,77.15,23.8,23.8,49.1,58.79,21.4,7.0,55.0,55.86,2.93,17.4,1635,41,--,--,--,--,--,--
2023.06.17,09:56:57,77.20,23.8,23.9,49.1,58.75,21.5,7.0,54.9,55.82,2.93,17.4,1635,41,--,--,--,--,--,--
2023.06.16,09:37:51,76.50,23.6,23.5,49.3,58.52,21.2,6.0,55.2,55.62,2.90,17.4,1622,41,--,--,--,--,--,--
2023.06.15,09:40:02,76.15,23.5,23.3,49.4,58.41,21.0,7.0,55.4,55.51,2.90,17.5,1622,41,--,--,--,--,--,--
2023.06.15,09:39:18,76.15,23.5,23.3,49.4,58.41,21.0,7.0,55.4,55.51,2.90,17.5,1622,41,--,--,--,--,--,--
2023.06.14,09:33:57,76.80,23.7,23.6,49.3,58.68,21.3,6.0,55.2,55.76,2.92,17.4,1631,41,--,--,--,--,--,--
2023.06.13,09:34:55,75.25,23.2,22.9,49.7,58.02,20.7,6.0,55.7,55.08,2.94,17.6,1640,40,--,--,--,--,--,--
2023.06.12,23:13:59,75.65,23.4,23.1,49.6,58.17,20.9,7.0,55.5,55.30,2.87,17.5,1609,40,--,--,--,--,--,--
2023.06.09,07:40:51,75.85,23.4,23.2,49.5,58.25,20.9,7.0,55.4,55.37,2.88,17.5,1614,41,--,--,--,--,--,--
2023.06.08,07:10:43,75.35,23.3,22.9,49.7,58.09,20.7,6.0,55.7,55.16,2.93,17.6,1635,40,--,--,--,--,--,--
2023.06.06,07:47:26,77.35,23.9,23.9,49.1,58.86,21.5,7.0,54.9,55.92,2.94,17.4,1640,41,--,--,--,--,--,--
2023.06.05,08:00:32,77.15,23.8,23.8,49.1,58.79,21.4,7.0,55.0,55.86,2.93,17.4,1635,41,--,--,--,--,--,--
2023.06.04,08:43:48,76.70,23.7,23.6,49.3,58.60,21.3,6.0,55.2,55.68,2.92,17.4,1631,41,--,--,--,--,--,--
2023.06.03,04:52:57,77.55,23.9,24.0,49.0,58.94,21.6,6.0,54.9,55.99,2.95,17.3,1644,41,--,--,--,--,--,--
2023.06.02,08:46:48,77.20,23.8,23.9,49.1,58.75,21.5,7.0,54.9,55.82,2.93,17.4,1635,41,--,--,--,--,--,--
2023.06.01,09:41:50,76.40,23.6,23.4,49.4,58.52,21.1,6.0,55.3,55.62,2.90,17.5,1622,41,--,--,--,--,--,--
2023.05.31,08:39:51,77.25,23.8,23.9,49.1,58.79,21.5,7.0,54.9,55.85,2.94,17.4,1640,41,--,--,--,--,--,--
2023.05.30,08:47:37,76.75,23.7,23.6,49.3,58.64,21.3,6.0,55.2,55.72,2.92,17.4,1631,41,--,--,--,--,--,--
2023.05.29,07:32:39,76.75,23.7,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2023.05.29,07:31:32,76.75,23.7,23.6,49.3,58.64,21.3,6.0,55.2,55.72,2.92,17.4,1631,41,--,--,--,--,--,--
2023.05.28,06:04:36,76.30,23.6,23.4,49.4,58.45,21.1,6.0,55.3,55.55,2.90,17.5,1622,41,--,--,--,--,--,--
2023.05.27,06:48:08,76.55,23.6,23.5,49.3,58.56,21.2,6.0,55.2,55.65,2.91,17.4,1627,41,--,--,--,--,--,--
2023.05.26,07:45:53,76.05,23.5,23.3,49.4,58.33,21.0,7.0,55.4,55.44,2.89,17.5,1618,41,--,--,--,--,--,--
2023.05.26,07:45:13,76.05,23.5,23.3,49.4,58.33,21.0,7.0,55.4,55.44,2.89,17.5,1618,41,--,--,--,--,--,--
2023.05.25,09:16:22,76.10,23.5,23.3,49.4,58.37,21.0,7.0,55.4,55.48,2.89,17.5,1618,41,--,--,--,--,--,--
2023.05.24,07:52:17,76.55,23.6,23.5,49.3,58.56,21.2,6.0,55.2,55.65,2.91,17.4,1627,41,--,--,--,--,--,--
2023.05.24,07:52:16,76.55,23.6,23.5,49.3,58.56,21.2,6.0,55.2,55.65,2.91,17.4,1627,41,--,--,--,--,--,--
2023.05.23,09:27:15,76.20,23.5,23.4,49.4,58.37,21.1,7.0,55.3,55.47,2.90,17.5,1622,41,--,--,--,--,--,--
2023.05.22,07:32:59,75.65,23.4,23.1,49.6,58.17,20.9,7.0,55.5,55.30,2.87,17.5,1609,40,--,--,--,--,--,--
2023.05.21,06:32:10,76.65,23.7,23.6,49.3,58.56,21.3,6.0,55.2,55.65,2.91,17.4,1627,41,--,--,--,--,--,--
2023.05.20,07:21:36,76.90,23.7,23.7,49.2,58.67,21.4,6.0,55.1,55.75,2.92,17.4,1631,41,--,--,--,--,--,--
2023.05.19,09:54:01,76.25,23.5,23.4,49.4,58.41,21.1,7.0,55.3,55.51,2.90,17.5,1622,41,--,--,--,--,--,--
2023.05.18,07:22:26,76.65,23.7,23.6,49.3,58.56,21.3,6.0,55.2,55.65,2.91,17.4,1627,41,--,--,--,--,--,--
2023.05.17,07:44:06,76.00,23.5,23.3,49.4,58.29,21.0,7.0,55.4,55.40,2.89,17.5,1618,41,--,--,--,--,--,--
2023.05.16,09:52:20,75.55,23.3,23.0,49.6,58.17,20.8,6.0,55.6,55.23,2.94,17.6,1640,40,--,--,--,--,--,--
2023.05.15,07:16:45,76.65,23.7,23.6,49.3,58.56,21.3,6.0,55.2,55.65,2.91,17.4,1627,41,--,--,--,--,--,--
2023.05.14,09:50:01,76.00,23.5,23.3,49.4,58.29,21.0,7.0,55.4,55.40,2.89,17.5,1618,41,--,--,--,--,--,--
2023.05.13,06:08:57,76.85,23.7,23.7,49.2,58.64,21.4,6.0,55.1,55.72,2.92,17.4,1631,41,--,--,--,--,--,--
2023.05.12,09:33:24,75.85,23.4,23.2,49.5,58.25,20.9,7.0,55.4,55.37,2.88,17.5,1614,41,--,--,--,--,--,--
2023.05.11,09:04:59,75.40,23.3,22.9,49.7,58.13,20.7,6.0,55.7,55.19,2.94,17.6,1640,40,--,--,--,--,--,--
2023.05.10,09:10:34,75.90,23.4,23.2,49.5,58.29,20.9,7.0,55.4,55.41,2.88,17.5,1614,41,--,--,--,--,--,--
2023.05.09,09:12:51,75.45,23.3,23.0,49.6,58.10,20.8,6.0,55.6,55.15,2.95,17.6,1644,40,--,--,--,--,--,--
2023.05.08,09:48:42,75.75,23.4,23.1,49.6,58.25,20.9,7.0,55.5,55.37,2.88,17.5,1614,41,--,--,--,--,--,--
2023.05.07,09:31:17,75.50,23.3,23.0,49.6,58.14,20.8,6.0,55.6,55.19,2.95,17.6,1644,40,--,--,--,--,--,--
2023.05.06,08:31:05,75.30,23.2,22.9,49.7,58.06,20.7,6.0,55.7,55.12,2.94,17.6,1640,40,--,--,--,--,--,--
2023.05.05,08:55:08,76.50,23.6,23.5,49.3,58.52,21.2,6.0,55.2,55.62,2.90,17.4,1622,41,--,--,--,--,--,--
2023.05.04,08:11:20,76.80,23.7,23.6,49.3,58.68,21.3,6.0,55.2,55.76,2.92,17.4,1631,41,--,--,--,--,--,--
2023.05.03,08:45:09,76.40,23.6,23.4,49.4,58.52,21.1,6.0,55.3,55.62,2.90,17.5,1622,41,--,--,--,--,--,--
2023.05.02,09:02:22,77.20,23.8,23.9,49.1,58.75,21.5,7.0,54.9,55.82,2.93,17.4,1635,41,--,--,--,--,--,--
2023.05.01,09:06:51,76.35,23.6,23.4,49.4,58.48,21.1,6.0,55.3,55.58,2.90,17.5,1622,41,--,--,--,--,--,--
2023.04.30,09:02:14,76.75,23.7,23.6,49.3,58.64,21.3,6.0,55.2,55.72,2.92,17.4,1631,41,--,--,--,--,--,--
2023.04.29,07:15:11,76.75,23.7,23.6,49.3,58.64,21.3,6.0,55.2,55.72,2.92,17.4,1631,41,--,--,--,--,--,--
2023.04.28,08:37:18,76.65,23.7,23.6,49.3,58.56,21.3,6.0,55.2,55.65,2.91,17.4,1627,41,--,--,--,--,--,--
2023.04.27,09:21:54,77.20,23.8,23.9,49.1,58.75,21.5,7.0,54.9,55.82,2.93,17.4,1635,41,--,--,--,--,--,--
2023.04.26,08:39:35,77.30,23.9,23.9,49.1,58.83,21.5,7.0,54.9,55.89,2.94,17.4,1640,41,--,--,--,--,--,--
2023.04.25,07:49:05,77.30,23.9,23.9,49.1,58.83,21.5,7.0,54.9,55.89,2.94,17.4,1640,41,--,--,--,--,--,--
2023.04.24,06:39:03,78.10,24.1,24.3,48.8,59.12,21.9,6.0,54.7,56.15,2.97,17.3,1652,42,--,--,--,--,--,--
2023.04.23,10:12:25,76.35,23.6,23.4,49.4,58.48,21.1,6.0,55.3,55.58,2.90,17.5,1622,41,--,--,--,--,--,--
2023.04.22,09:08:21,78.15,24.1,24.3,48.8,59.16,21.9,6.0,54.7,56.19,2.97,17.3,1652,42,--,--,--,--,--,--
2023.04.21,09:37:46,77.45,23.9,24.0,49.0,58.86,21.6,7.0,54.9,55.92,2.94,17.3,1640,41,--,--,--,--,--,--
2023.04.20,09:13:09,78.00,24.1,24.2,48.9,59.12,21.8,6.0,54.7,56.16,2.96,17.3,1648,42,--,--,--,--,--,--
2023.04.19,09:04:50,78.10,24.1,24.3,48.8,59.12,21.9,6.0,54.7,56.15,2.97,17.3,1652,42,--,--,--,--,--,--
2023.04.18,09:07:00,78.05,24.1,24.3,48.8,59.08,21.9,6.0,54.7,56.12,2.96,17.3,1648,42,--,--,--,--,--,--
2023.04.17,07:25:21,77.70,24.0,24.1,48.9,58.97,21.7,6.0,54.8,56.02,2.95,17.3,1644,42,--,--,--,--,--,--
2023.04.16,08:17:12,77.65,24.0,24.1,48.9,58.94,21.7,6.0,54.8,55.99,2.95,17.3,1644,42,--,--,--,--,--,--
2023.04.16,08:16:32,77.65,24.0,24.1,48.9,58.94,21.7,6.0,54.8,55.99,2.95,17.3,1644,42,--,--,--,--,--,--
2023.04.15,09:01:47,77.60,24.0,24.0,49.0,58.98,21.6,6.0,54.9,56.03,2.95,17.3,1644,41,--,--,--,--,--,--
2023.04.14,08:55:37,78.20,24.1,24.3,48.8,59.20,21.9,6.0,54.7,56.23,2.97,17.3,1652,42,--,--,--,--,--,--
2023.04.13,09:12:48,77.35,23.9,23.9,49.1,58.86,21.5,7.0,54.9,55.92,2.94,17.4,1640,41,--,--,--,--,--,--
2023.04.12,09:17:31,77.85,24.0,24.2,48.9,59.01,21.8,6.0,54.7,56.05,2.96,17.3,1648,42,--,--,--,--,--,--
2023.04.11,09:05:21,78.00,24.1,24.2,48.9,59.12,21.8,6.0,54.7,56.16,2.96,17.3,1648,42,--,--,--,--,--,--
2023.04.10,09:24:33,78.40,24.2,24.4,48.7,59.27,21.9,6.0,54.6,56.29,2.98,17.2,1657,42,--,--,--,--,--,--
2023.04.09,09:31:14,77.70,24.0,24.1,48.9,58.97,21.7,6.0,54.8,56.02,2.95,17.3,1644,42,--,--,--,--,--,--
2023.04.08,08:50:35,78.30,24.2,24.4,48.7,59.19,21.9,6.0,54.6,56.22,2.97,17.2,1652,42,--,--,--,--,--,--
2023.04.07,09:22:43,79.40,24.5,24.9,48.4,59.63,22.4,8.0,54.2,56.61,3.02,17.1,1674,42,--,--,--,--,--,--
2023.04.07,09:22:18,79.40,24.5,24.9,48.4,59.63,22.4,8.0,54.2,56.61,3.02,17.1,1674,42,--,--,--,--,--,--
2023.04.06,09:03:31,78.80,24.3,24.6,48.6,59.42,22.1,7.0,54.4,56.42,3.00,17.2,1665,42,--,--,--,--,--,--
2023.04.05,09:07:05,78.65,24.3,24.5,48.7,59.38,22.0,7.0,54.5,56.39,2.99,17.2,1661,42,--,--,--,--,--,--
2023.04.05,09:07:05,78.65,24.3,24.5,48.7,59.38,22.0,7.0,54.5,56.39,2.99,17.2,1661,42,--,--,--,--,--,--
2023.04.04,09:44:50,78.60,24.3,24.5,48.7,59.34,22.0,7.0,54.5,56.36,2.98,17.2,1657,42,--,--,--,--,--,--
2023.04.03,07:41:36,79.05,24.4,24.7,48.5,59.52,22.2,7.0,54.4,56.52,3.00,17.2,1665,42,--,--,--,--,--,--
2023.04.02,15:35:12,78.85,24.3,24.6,48.6,59.45,22.1,7.0,54.4,56.46,2.99,17.2,1661,42,--,--,--,--,--,--
2023.04.01,09:19:16,79.00,24.4,24.7,48.5,59.49,22.2,7.0,54.4,56.49,3.00,17.2,1665,42,--,--,--,--,--,--
2023.03.31,08:59:57,79.15,24.4,24.8,48.5,59.52,22.3,7.0,54.3,56.51,3.01,17.1,1670,42,--,--,--,--,--,--
2023.03.30,09:40:31,79.75,24.6,25.0,48.3,59.81,22.4,8.0,54.1,56.78,3.03,17.1,1678,43,--,--,--,--,--,--
2023.03.29,09:40:52,80.10,24.7,25.2,48.2,59.91,22.6,8.0,54.0,56.95,2.96,17.1,1648,43,--,--,--,--,--,--
2023.03.28,09:57:02,80.60,24.9,25.4,48.1,60.13,22.8,8.0,53.9,57.15,2.98,17.0,1657,43,--,--,--,--,--,--
2023.03.27,06:57:22,79.95,24.7,25.1,48.3,59.88,22.5,8.0,54.1,56.92,2.96,17.1,1648,43,--,--,--,--,--,--
2023.03.26,09:59:59,79.75,24.6,25.0,48.3,59.81,22.4,8.0,54.1,56.78,3.03,17.1,1678,43,--,--,--,--,--,--
2023.03.26,09:59:37,79.75,24.6,25.0,48.3,59.81,22.4,8.0,54.1,56.78,3.03,17.1,1678,43,--,--,--,--,--,--
2023.03.25,08:11:53,80.30,24.8,25.3,48.1,59.98,22.7,8.0,53.9,57.01,2.97,17.0,1652,43,--,--,--,--,--,--
2023.03.24,08:17:14,80.10,24.7,25.2,48.2,59.91,22.6,8.0,54.0,56.95,2.96,17.1,1648,43,--,--,--,--,--,--
2023.03.23,09:25:45,79.75,24.6,25.0,48.3,59.81,22.4,8.0,54.1,56.78,3.03,17.1,1678,43,--,--,--,--,--,--
2023.03.21,20:09:00,80.35,24.8,25.3,48.1,60.02,22.7,8.0,53.9,57.05,2.97,17.0,1652,43,--,--,--,--,--,--
2023.03.21,09:55:04,80.40,24.8,25.3,48.1,60.06,22.7,8.0,53.9,57.08,2.98,17.0,1657,43,--,--,--,--,--,--
2023.03.20,09:08:21,81.00,25.0,25.6,47.9,60.26,22.9,8.0,53.7,57.27,2.99,17.0,1661,43,--,--,--,--,--,--
2023.03.19,10:20:09,81.10,25.0,25.7,47.9,60.26,23.0,8.0,53.6,57.26,3.00,16.9,1665,43,--,--,--,--,--,--
2023.03.18,09:22:24,81.25,25.1,25.7,47.9,60.37,23.0,8.0,53.6,57.36,3.01,16.9,1670,43,--,--,--,--,--,--
2023.03.17,09:22:41,81.10,25.0,25.7,47.9,60.26,23.0,8.0,53.6,57.26,3.00,16.9,1665,43,--,--,--,--,--,--
2023.03.16,09:21:01,80.70,24.9,25.5,48.0,60.12,22.8,8.0,53.8,57.14,2.98,17.0,1657,43,--,--,--,--,--,--
2023.03.15,09:07:22,80.45,24.8,25.3,48.1,60.10,22.7,8.0,53.9,57.12,2.98,17.0,1657,43,--,--,--,--,--,--
2023.03.14,09:13:29,80.60,24.9,25.4,48.1,60.13,22.8,8.0,53.9,57.15,2.98,17.0,1657,43,--,--,--,--,--,--
2023.03.14,09:13:24,80.60,24.9,25.4,48.1,60.13,22.8,8.0,53.9,57.15,2.98,17.0,1657,43,--,--,--,--,--,--
2023.03.13,09:40:58,81.35,25.1,25.8,47.8,60.36,23.1,8.0,53.6,57.35,3.01,16.9,1670,43,--,--,--,--,--,--
2023.03.12,08:19:50,80.45,24.8,25.3,48.1,60.10,22.7,8.0,53.9,57.12,2.98,17.0,1657,43,--,--,--,--,--,--
2023.03.11,08:57:11,80.80,24.9,25.5,48.0,60.20,22.8,8.0,53.8,57.21,2.99,17.0,1661,43,--,--,--,--,--,--
2023.03.11,08:56:27,80.80,24.9,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
2023.03.11,08:55:52,80.80,24.9,25.5,48.0,60.20,22.8,8.0,53.8,57.21,2.99,17.0,1661,43,--,--,--,--,--,--
2023.03.09,17:34:10,83.05,25.6,26.4,47.4,61.12,23.6,9.0,53.1,58.05,3.07,16.8,1696,44,--,--,--,--,--,--
2023.03.09,17:32:15,83.05,25.6,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--,--
